ITEM  SCL SDA
0   1   1
1   1   1
2   1   0
3   0   0
4   0   0
5   1   0
6   0   0
7   0   0
8   1   0
9   0   0
10   0   1
11   1   1
12   0   1
13   0   1
14   1   1
15   0   1
16   0   0
17   1   0
18   0   0
19   0   1
20   1   1
21   0   1
22   0   0
23   1   0
24   0   0
25   0   0
26   1   0
27   0   0
28   0   0
29   1   0
30   0   0
31   0   0
32   1   0
33   0   0
34   0   1
35   1   1
36   0   1
37   0   0
38   1   0
39   0   0
40   0   1
41   1   1
42   0   1
43   0   0
44   1   0
45   0   0
46   0   1
47   1   1
48   0   1
49   0   0
50   1   0
51   0   0
52   0   1
53   1   1
54   0   1
55   0   0
56   1   0
57   0   0
58   0   0
59   1   0
60   1   1
61   1   1
62   1   1
63   1   0
64   0   0
65   0   0
66   1   0
67   0   0
68   0   1
69   1   1
70   0   1
71   0   0
72   1   0
73   0   0
74   0   1
75   1   1
76   0   1
77   0   0
78   1   0
79   0   0
80   0   1
81   1   1
82   0   1
83   0   0
84   1   0
85   0   0
86   0   1
87   1   1
88   0   1
89   0   0
90   1   0
91   0   0
92   0   1
93   1   1
94   0   1
95   0   0
96   1   0
97   0   0
98   0   1
99   1   1
100   0   1
101   0   0
102   1   0
103   0   0
104   0   1
105   1   1
106   0   1
107   0   0
108   1   0
109   0   0
110   0   1
111   1   1
112   0   1
113   0   0
114   1   0
115   0   0
116   0   0
117   1   0
118   0   0
119   0   0
120   1   0
121   0   0
122   0   0
123   1   0
124   0   0
125   0   1
126   1   1
127   0   1
128   0   1
129   1   1
130   0   1
131   0   0
132   1   0
133   0   0
134   0   0
135   1   0
136   0   0
137   0   1
138   1   1
139   0   1
140   0   1
141   1   1
142   0   1
143   0   0
144   1   0
145   0   0
146   0   0
147   1   0
148   1   1
149   1   1
150   1   1
151   1   0
152   0   0
153   0   0
154   1   0
155   0   0
156   0   1
157   1   1
158   0   1
159   0   1
160   1   1
161   0   1
162   0   1
163   1   1
164   0   1
165   0   0
166   1   0
167   0   0
168   0   1
169   1   1
170   0   1
171   0   0
172   1   0
173   0   0
174   0   0
175   1   0
176   0   0
177   0   0
178   1   0
179   0   0
180   0   0
181   1   0
182   0   0
183   0   0
184   1   0
185   0   0
186   0   0
187   1   0
188   0   0
189   0   1
190   1   1
191   0   1
192   0   0
193   1   0
194   0   0
195   0   0
196   1   0
197   0   0
198   0   0
199   1   0
200   0   0
201   0   1
202   1   1
203   0   1
204   0   0
205   1   0
206   0   0
207   0   0
208   1   0
209   0   0
210   0   0
211   1   0
212   0   0
213   0   1
214   1   1
215   0   1
216   0   0
217   1   0
218   0   0
219   0   0
220   1   0
221   0   0
222   0   0
223   1   0
224   0   0
225   0   1
226   1   1
227   0   1
228   0   0
229   1   0
230   0   0
231   0   0
232   1   0
233   0   0
234   0   0
235   1   0
236   0   0
237   0   0
238   1   0
239   0   0
240   0   1
241   1   1
242   0   1
243   0   1
244   1   1
245   0   1
246   0   0
247   1   0
248   0   0
249   0   0
250   1   0
251   0   0
252   0   1
253   1   1
254   0   1
255   0   1
256   1   1
257   0   1
258   0   0
259   1   0
260   0   0
261   0   0
262   1   0
263   1   1
264   1   1
265   1   1
266   1   0
267   0   0
268   0   1
269   1   1
270   0   1
271   0   0
272   1   0
273   0   0
274   0   0
275   1   0
276   0   0
277   0   1
278   1   1
279   0   1
280   0   0
281   1   0
282   0   0
283   0   1
284   1   1
285   0   1
286   0   0
287   1   0
288   0   0
289   0   1
290   1   1
291   0   1
292   0   0
293   1   0
294   0   0
295   0   0
296   1   0
297   0   0
298   0   0
299   1   0
300   0   0
301   0   0
302   1   0
303   0   0
304   0   1
305   1   1
306   0   1
307   0   0
308   1   0
309   0   0
310   0   0
311   1   0
312   0   0
313   0   0
314   1   0
315   0   0
316   0   1
317   1   1
318   0   1
319   0   0
320   1   0
321   0   0
322   0   0
323   1   0
324   0   0
325   0   0
326   1   0
327   0   0
328   0   1
329   1   1
330   0   1
331   0   0
332   1   0
333   0   0
334   0   0
335   1   0
336   0   0
337   0   0
338   1   0
339   0   0
340   0   1
341   1   1
342   0   1
343   0   0
344   1   0
345   0   0
346   0   0
347   1   0
348   0   0
349   0   0
350   1   0
351   0   0
352   0   0
353   1   0
354   0   0
355   0   1
356   1   1
357   0   1
358   0   1
359   1   1
360   0   1
361   0   0
362   1   0
363   0   0
364   0   0
365   1   0
366   0   0
367   0   1
368   1   1
369   0   1
370   0   1
371   1   1
372   0   1
373   0   0
374   1   0
375   0   0
376   0   0
377   1   0
378   0   0
379   0   1
380   1   1
381   0   1
382   0   0
383   1   0
384   0   0
385   0   0
386   1   0
387   0   0
388   0   0
389   1   0
390   0   0
391   0   1
392   1   1
393   0   1
394   0   0
395   1   0
396   0   0
397   0   0
398   1   0
399   0   0
400   0   0
401   1   0
402   0   0
403   0   0
404   1   0
405   1   1
